¿¬µµ,ÆÀ¸í,AVG_Hitter,G_Hitter,PA_Hitter,AB_Hitter,R_Hitter,H_Hitter,2B_Hitter,3B_Hitter,HR_Hitter,TB_Hitter,RBI_Hitter,SAC_Hitter,SF_Hitter,BB_Hitter,IBB_Hitter,HBP_Hitter,SO_Hitter,GDP_Hitter,SLG_Hitter,OBP_Hitter,OPS_Hitter,MH_Hitter,RISP_Hitter,PH-BA_Hitter,ERA_Pitcher,G_Pitcher,W_Pitcher,L_Pitcher,SV_Pitcher,HLD_Pitcher,WPCT_Pitcher,IP_Pitcher,H_Pitcher,HR_Pitcher,BB_Pitcher,HBP_Pitcher,SO_Pitcher,R_Pitcher,ER_Pitcher,WHIP_Pitcher,CG_Pitcher,SHO_Pitcher,QS_Pitcher,BSV_Pitcher,TBF_Pitcher,NP_Pitcher,AVG_Pitcher,2B_Pitcher,3B_Pitcher,SAC_Pitcher,SF_Pitcher,IBB_Pitcher,WP_Pitcher,BK_Pitcher,G_Defense,E_Defense,PKO_Defense,PO_Defense,A_Defense,DP_Defense,FPCT_Defense,PB_Defense,SB_Defense,CS_Defense,CS%_Defense,G_Runner,SBA_Runner,SB_Runner,CS_Runner,SB%_Runner,OOB_Runner,PKO_Runner
2017,µÎ»ê,0.294,144,5833,5102,849,1499,270,20,178,2343,812,48,47.0,541,19,95,960,120.0,0.459,0.369,0.828,144.0,0.296,0.2,4.38,144.0,84.0,57.0,35.0,46.0,0.596,1288,1405.0,125.0,464.0,87.0,956.0,678.0,627.0,1.45,3,9,69,13,5682,22169.0,0.28,234,31,77,39,11,54,4.0,144,90,9,3864,1468,138.0,0.983,5,64,36.0,36.0,144,102,69,33.0,67.6,36,8.0
2017,NC,0.293,144,5790,5079,786,1489,277,19,149,2251,739,62,48.0,471,19,130,979,119.0,0.443,0.365,0.808,144.0,0.292,0.249,4.71,144.0,79.0,62.0,32.0,51.0,0.56,1284+2/3,1342.0,169.0,470.0,93.0,1097.0,745.0,673.0,1.41,1,10,48,11,5640,22176.0,0.269,208,9,63,29,12,93,3.0,144,108,4,3854,1432,134.0,0.98,4,64,42.0,39.6,144,125,93,32.0,74.4,59,7.0
2017,³Ø¼¾,0.29,144,5712,5098,789,1479,267,30,141,2229,748,21,42.0,468,15,83,1066,129.0,0.437,0.357,0.794,144.0,0.29,0.23,5.03,144.0,69.0,73.0,40.0,66.0,0.486,1271,1488.0,149.0,388.0,97.0,1005.0,764.0,710.0,1.48,2,5,60,18,5663,21258.0,0.292,280,21,47,40,10,56,3.0,144,91,7,3813,1424,125.0,0.983,8,73,43.0,37.1,144,104,70,34.0,67.3,55,2.0
2017,ÇÑÈ­,0.287,144,5665,5030,737,1445,261,16,150,2188,684,85,38.0,416,15,94,974,112.0,0.435,0.35,0.785,144.0,0.29,0.281,5.28,144.0,61.0,81.0,31.0,49.0,0.43,1273,1474.0,166.0,446.0,100.0,914.0,820.0,747.0,1.51,1,5,54,21,5698,22066.0,0.293,278,16,71,57,13,77,4.0,144,91,4,3819,1500,151.0,0.983,11,78,42.0,35.0,144,108,64,44.0,59.3,58,12.0
2017,·Ôµ¥,0.285,144,5671,4994,743,1425,250,17,151,2162,697,76,32.0,457,33,112,1018,146.0,0.433,0.356,0.789,144.0,0.28,0.229,4.56,144.0,80.0,62.0,39.0,59.0,0.563,1287+1/3,1357.0,162.0,477.0,79.0,1096.0,701.0,652.0,1.42,1,10,61,21,5634,21978.0,0.273,245,20,51,50,25,67,7.0,144,86,10,3862,1514,132.0,0.984,14,87,45.0,34.1,144,136,92,44.0,67.6,52,10.0
2017,LG,0.281,144,5614,4944,699,1390,216,20,110,1976,663,76,55.0,438,17,101,1021,123.0,0.4,0.348,0.748,144.0,0.295,0.217,4.3,144.0,69.0,72.0,32.0,66.0,0.489,1279,1305.0,124.0,379.0,102.0,1040.0,677.0,611.0,1.32,4,6,62,18,5507,21107.0,0.266,249,29,57,54,31,81,3.0,144,103,12,3837,1434,127.0,0.981,9,62,37.0,37.4,144,133,77,56.0,57.9,50,9.0
2017,»ï¼º,0.279,144,5707,5095,757,1419,255,36,145,2181,703,58,55.0,429,17,70,983,97.0,0.428,0.34,0.768,144.0,0.285,0.22,5.88,144.0,55.0,84.0,27.0,34.0,0.396,1281+1/3,1541.0,187.0,548.0,118.0,1063.0,911.0,837.0,1.63,1,3,43,12,5916,23196.0,0.3,281,28,56,59,15,74,4.0,144,95,6,3844,1454,152.0,0.982,14,64,35.0,35.4,144,135,98,37.0,72.6,53,6.0
2017,KT,0.275,144,5485,4937,655,1360,274,17,119,2025,625,62,45.0,374,11,66,1017,118.0,0.41,0.332,0.742,144.0,0.29,0.239,5.75,144.0,50.0,94.0,22.0,41.0,0.347,1256,1524.0,174.0,433.0,95.0,913.0,876.0,803.0,1.56,4,7,49,18,5702,21518.0,0.301,283,27,68,49,11,77,6.0,144,112,6,3768,1460,134.0,0.979,10,109,43.0,28.3,144,137,86,51.0,62.8,54,8.0
2017,SK,0.271,144,5564,4925,761,1337,222,15,234,2291,733,57,41.0,427,20,113,1100,97.0,0.465,0.341,0.806,144.0,0.273,0.237,5.02,144.0,75.0,68.0,30.0,64.0,0.524,1270+2/3,1443.0,154.0,481.0,105.0,940.0,767.0,709.0,1.51,2,4,57,24,5692,21752.0,0.288,271,17,58,36,35,61,7.0,144,108,15,3812,1552,139.0,0.98,8,80,39.0,32.8,144,95,53,42.0,55.8,33,7.0
2018,µÎ»ê,0.309,144,5870,5176,944,1601,284,30,191,2518,898,43,63.0,496,16,92,1016,112.0,0.486,0.376,0.862,144.0,0.317,0.263,4.98,144.0,93.0,51.0,41.0,56.0,0.646,1288+2/3,1401.0,154.0,476.0,109.0,1025.0,756.0,713.0,1.46,1,9,73,17,5700,21946.0,0.279,266,16,42,43,17,72,2.0,144,77,2,3866,1403,147.0,0.986,8,68,43.0,38.7,144,119,96,23.0,80.7,54,7.0
2018,KIA,0.295,144,5744,5036,865,1487,258,22,170,2299,823,56,50.0,503,27,99,905,135.0,0.457,0.367,0.824,144.0,0.302,0.207,5.4,144.0,70.0,74.0,26.0,43.0,0.486,1270+2/3,1511.0,181.0,445.0,69.0,1017.0,826.0,763.0,1.54,4,5,50,20,5708,21852.0,0.297,271,17,47,51,28,65,3.0,144,94,8,3812,1371,127.0,0.982,11,95,40.0,29.6,144,125,88,37.0,70.4,53,6.0
2018,LG,0.293,144,5665,5070,788,1487,299,12,148,2254,740,51,51.0,418,14,75,1001,125.0,0.445,0.353,0.798,144.0,0.307,0.245,5.29,144.0,68.0,75.0,29.0,43.0,0.476,1268+2/3,1434.0,159.0,453.0,89.0,1058.0,816.0,746.0,1.49,3,7,64,17,5677,21711.0,0.285,266,19,45,50,13,72,4.0,144,100,7,3806,1404,121.0,0.981,10,100,41.0,29.1,144,109,71,38.0,65.1,48,7.0
2018,·Ôµ¥,0.289,144,5764,5130,821,1484,289,17,203,2416,792,45,37.0,471,22,81,1157,124.0,0.471,0.356,0.827,144.0,0.29,0.25,5.37,144.0,68.0,74.0,29.0,64.0,0.479,1283+2/3,1410.0,166.0,548.0,73.0,1164.0,846.0,766.0,1.53,0,6,43,22,5788,22871.0,0.279,295,26,63,43,23,65,7.0,144,117,5,3851,1426,132.0,0.978,14,101,41.0,28.9,144,100,68,32.0,68.0,46,10.0
2018,³Ø¼¾,0.288,144,5780,5141,825,1481,288,19,165,2302,787,32,50.0,472,25,85,1208,93.0,0.448,0.355,0.803,144.0,0.296,0.265,5.08,144.0,75.0,69.0,32.0,72.0,0.521,1282,1442.0,178.0,416.0,98.0,1021.0,780.0,723.0,1.45,4,2,63,23,5646,21381.0,0.285,252,18,41,33,13,59,4.0,144,106,16,3846,1506,147.0,0.981,7,70,39.0,35.8,144,134,101,33.0,75.4,45,6.0
2018,»ï¼º,0.288,144,5766,5109,776,1471,241,29,146,2208,732,57,45.0,468,14,87,1034,115.0,0.432,0.355,0.787,144.0,0.282,0.237,5.19,144.0,68.0,72.0,33.0,56.0,0.486,1285+1/3,1477.0,185.0,441.0,107.0,1114.0,802.0,741.0,1.49,0,5,58,17,5740,22530.0,0.289,291,18,40,43,10,45,5.0,144,79,5,3856,1337,133.0,0.985,7,100,38.0,27.5,144,168,116,52.0,69.0,46,4.0
2018,SK,0.281,144,5682,4992,829,1403,234,13,233,2362,791,54,34.0,483,6,119,1079,103.0,0.473,0.356,0.829,144.0,0.288,0.241,4.67,144.0,78.0,65.0,29.0,63.0,0.545,1274+2/3,1353.0,189.0,425.0,74.0,1130.0,729.0,662.0,1.39,0,7,60,21,5563,21347.0,0.271,232,17,39,24,15,62,2.0,144,116,6,3824,1434,133.0,0.978,6,95,39.0,29.1,144,147,108,39.0,73.5,51,10.0
2018,ÇÑÈ­,0.275,144,5539,4972,729,1369,249,14,151,2099,668,31,28.0,420,17,88,1098,113.0,0.422,0.341,0.763,144.0,0.283,0.231,4.93,144.0,77.0,67.0,37.0,62.0,0.535,1274,1394.0,164.0,472.0,89.0,1124.0,761.0,698.0,1.46,0,5,45,13,5637,22342.0,0.279,246,13,29,46,9,78,7.0,144,99,10,3822,1397,141.0,0.981,11,83,41.0,33.1,144,182,118,64.0,64.8,58,10.0
2018,KT,0.275,144,5605,5026,757,1382,264,13,206,2290,721,43,26.0,464,14,46,1109,103.0,0.456,0.34,0.796,144.0,0.273,0.262,5.34,144.0,59.0,82.0,24.0,45.0,0.418,1274+1/3,1580.0,194.0,409.0,84.0,1025.0,834.0,756.0,1.56,4,5,59,18,5743,21948.0,0.307,272,23,56,43,25,63,1.0,144,99,9,3823,1502,161.0,0.982,21,99,42.0,29.8,144,137,80,57.0,58.4,63,7.0
2018,NC,0.261,144,5488,4895,660,1280,233,18,143,1978,629,35,43.0,427,15,88,1081,115.0,0.404,0.329,0.733,143.0,0.268,0.284,5.48,144.0,58.0,85.0,24.0,51.0,0.406,1264,1443.0,186.0,537.0,68.0,1010.0,844.0,769.0,1.57,1,4,45,20,5701,22506.0,0.289,248,20,45,51,17,92,6.0,144,107,7,3792,1401,141.0,0.98,19,86,46.0,34.8,144,117,82,35.0,70.1,48,8.0
2019,Å°¿ò,0.282,144,5658,4991,780,1405,251,38,112,2068,741,36,48.0,514,13,69,943,122.0,0.414,0.354,0.768,144.0,0.3,0.276,3.61,144.0,86.0,57.0,39.0,91.0,0.601,1279,1293.0,61.0,371.0,58.0,984.0,572.0,513.0,1.3,2,12,76,11,5427,20160.0,0.263,244,24,42,39,3,45,6.0,144,99,13,3837,1509,128.0,0.982,6,92,46.0,33.3,144,143,110,33.0,76.9,37,6.0
2019,NC,0.278,144,5631,4968,674,1383,249,26,128,2068,639,64,60.0,456,14,83,880,126.0,0.416,0.345,0.761,144.0,0.266,0.179,4.01,144.0,73.0,69.0,32.0,68.0,0.514,1284+1/3,1285.0,103.0,483.0,92.0,991.0,631.0,572.0,1.38,5,8,60,17,5578,21407.0,0.262,199,19,41,54,10,68,2.0,144,95,6,3853,1477,130.0,0.982,4,64,49.0,43.4,144,132,87,45.0,65.9,53,7.0
2019,µÎ»ê,0.278,144,5670,4913,736,1364,235,31,84,1913,691,39,83.0,563,16,72,799,117.0,0.389,0.355,0.744,144.0,0.277,0.202,3.51,144.0,88.0,55.0,44.0,69.0,0.615,1283+2/3,1259.0,78.0,380.0,70.0,860.0,550.0,500.0,1.28,3,10,81,16,5434,20630.0,0.257,231,22,41,53,22,48,5.0,144,83,8,3851,1430,131.0,0.985,6,96,32.0,25.0,144,140,102,38.0,72.9,59,7.0
2019,KT,0.277,144,5582,4965,650,1375,187,20,103,1911,615,45,45.0,475,15,52,975,113.0,0.385,0.344,0.729,144.0,0.27,0.218,4.29,144.0,71.0,71.0,37.0,59.0,0.5,1277,1303.0,118.0,481.0,61.0,848.0,661.0,608.0,1.4,2,10,62,9,5533,20662.0,0.266,225,25,47,42,17,50,6.0,144,102,7,3831,1479,137.0,0.981,15,90,43.0,32.3,144,148,104,44.0,70.3,58,8.0
2019,LG,0.267,144,5536,4928,641,1316,233,15,94,1861,604,49,48.0,434,17,77,962,117.0,0.378,0.333,0.711,144.0,0.265,0.222,3.86,144.0,79.0,64.0,43.0,62.0,0.552,1283+1/3,1257.0,89.0,499.0,91.0,953.0,633.0,551.0,1.37,1,9,73,13,5555,20969.0,0.258,223,23,40,48,15,64,1.0,144,95,6,3850,1507,139.0,0.983,7,115,41.0,26.3,144,155,108,47.0,69.7,38,6.0
2019,KIA,0.264,144,5505,4874,605,1286,248,19,76,1800,567,31,45.0,497,13,58,919,108.0,0.369,0.336,0.705,144.0,0.256,0.19,4.65,144.0,62.0,80.0,30.0,64.0,0.437,1264,1362.0,101.0,504.0,76.0,976.0,723.0,653.0,1.48,3,11,59,13,5614,21353.0,0.276,257,24,35,61,17,51,2.0,144,110,5,3792,1381,126.0,0.979,9,116,50.0,30.1,144,129,87,42.0,67.4,61,7.0
2019,SK,0.262,144,5542,4919,655,1290,218,14,117,1887,622,35,38.0,462,20,87,966,92.0,0.384,0.334,0.718,144.0,0.278,0.252,3.48,144.0,88.0,55.0,51.0,92.0,0.615,1292+1/3,1240.0,99.0,436.0,50.0,1092.0,546.0,500.0,1.3,0,19,78,8,5463,20930.0,0.254,176,14,48,44,12,50,4.0,144,87,9,3877,1416,131.0,0.984,3,105,31.0,22.8,144,168,118,50.0,70.2,51,12.0
2019,ÇÑÈ­,0.256,144,5482,4882,607,1250,223,16,88,1769,562,44,45.0,441,12,70,1090,112.0,0.362,0.324,0.686,143.0,0.255,0.187,4.8,144.0,58.0,86.0,28.0,43.0,0.403,1268+2/3,1407.0,120.0,526.0,72.0,934.0,737.0,677.0,1.52,2,8,48,17,5656,21848.0,0.283,238,19,44,44,9,66,4.0,144,106,8,3806,1488,151.0,0.98,10,104,49.0,32.0,144,156,105,51.0,67.3,51,6.0
2019,»ï¼º,0.256,144,5533,4866,622,1245,230,26,122,1893,598,58,53.0,478,15,78,976,107.0,0.389,0.329,0.718,143.0,0.254,0.204,4.64,144.0,60.0,83.0,29.0,60.0,0.42,1275+1/3,1332.0,125.0,523.0,70.0,924.0,731.0,658.0,1.45,4,8,54,15,5638,21721.0,0.269,253,37,40,56,9,49,5.0,144,105,4,3826,1370,132.0,0.98,9,90,38.0,29.7,144,149,107,42.0,71.8,45,7.0
2019,·Ôµ¥,0.25,144,5488,4919,578,1231,214,22,90,1759,545,35,40.0,429,12,65,1085,108.0,0.358,0.316,0.674,144.0,0.25,0.193,4.83,144.0,48.0,93.0,16.0,47.0,0.34,1271,1407.0,120.0,546.0,71.0,1033.0,764.0,682.0,1.54,1,8,47,17,5729,21946.0,0.282,242,20,58,64,33,103,4.0,144,114,8,3813,1432,131.0,0.979,11,91,44.0,32.6,144,96,65,31.0,67.7,49,8.0
2020,µÎ»ê,0.293,144,5776,5046,816,1477,263,20,125,2155,778,38,73.0,551,20,68,796,132.0,0.427,0.365,0.792,142.0,0.291,0.246,4.31,144.0,79.0,61.0,23.0,45.0,0.564,1285+2/3,1395.0,109.0,478.0,61.0,1046.0,695.0,616.0,1.46,1,13,63,15,5681,22408.0,0.276,258,25,48,41,22,52,4.0,144,85,10,3857,1282,126.0,0.984,6,91,25.0,21.6,144,125,88,37.0,70.4,63,4.0
2020,NC,0.291,144,5833,5102,888,1483,258,28,187,2358,845,46,51.0,529,21,104,997,106.0,0.462,0.366,0.828,144.0,0.33,0.286,4.58,144.0,83.0,55.0,31.0,88.0,0.601,1296+2/3,1292.0,153.0,547.0,79.0,1049.0,714.0,660.0,1.42,0,7,59,19,5690,22362.0,0.26,199,15,53,35,10,65,7.0,144,87,9,3890,1294,120.0,0.983,10,49,42.0,46.2,144,139,101,38.0,72.7,49,7.0
2020,KT,0.284,144,5762,5047,813,1432,238,21,163,2201,767,64,45.0,554,20,52,1097,104.0,0.436,0.358,0.794,144.0,0.289,0.192,4.54,144.0,81.0,62.0,33.0,71.0,0.566,1290+1/3,1357.0,118.0,523.0,59.0,848.0,715.0,651.0,1.46,0,5,56,23,5680,21496.0,0.271,227,9,45,48,20,75,1.0,144,102,4,3871,1486,154.0,0.981,10,75,21.0,21.9,144,156,106,50.0,67.9,49,6.0
2020,LG,0.277,144,5681,4999,802,1384,253,29,149,2142,760,49,49.0,509,21,75,969,115.0,0.428,0.349,0.777,144.0,0.31,0.223,4.37,144.0,79.0,61.0,29.0,67.0,0.564,1292+2/3,1344.0,123.0,493.0,86.0,1019.0,694.0,627.0,1.42,2,13,70,19,5655,21725.0,0.27,240,17,38,56,12,49,4.0,144,80,6,3878,1460,156.0,0.985,9,89,36.0,28.8,144,122,83,39.0,68.0,64,5.0
2020,·Ôµ¥,0.276,144,5669,4958,750,1366,252,6,131,2023,711,39,48.0,569,18,55,875,148.0,0.408,0.353,0.761,144.0,0.283,0.216,4.64,144.0,71.0,72.0,25.0,59.0,0.497,1277+1/3,1351.0,143.0,447.0,58.0,1002.0,720.0,659.0,1.41,1,16,59,18,5583,21520.0,0.271,241,17,51,40,25,62,4.0,144,94,3,3832,1444,124.0,0.982,7,95,28.0,22.8,144,121,90,31.0,74.4,52,3.0
2020,KIA,0.274,144,5642,4937,724,1355,224,13,130,1995,692,63,38.0,535,10,69,957,114.0,0.404,0.351,0.755,144.0,0.284,0.258,5.13,144.0,73.0,71.0,33.0,79.0,0.507,1270,1399.0,120.0,559.0,70.0,1038.0,795.0,724.0,1.54,1,5,57,18,5681,22134.0,0.284,265,34,59,59,8,78,4.0,144,100,7,3810,1480,169.0,0.981,10,82,46.0,35.9,144,72,47,25.0,65.3,47,6.0
2020,Å°¿ò,0.269,144,5721,4945,759,1332,254,25,127,2017,713,43,52.0,608,16,73,1030,107.0,0.408,0.355,0.763,144.0,0.281,0.211,4.39,144.0,80.0,63.0,42.0,81.0,0.559,1280+1/3,1336.0,126.0,446.0,73.0,950.0,692.0,624.0,1.39,0,6,53,18,5556,21349.0,0.27,208,15,50,39,16,51,7.0,144,112,15,3841,1544,143.0,0.98,8,87,39.0,31.0,144,140,113,27.0,80.7,40,11.0
2020,»ï¼º,0.268,144,5574,4923,699,1317,211,12,129,1939,658,50,53.0,486,10,62,990,117.0,0.394,0.338,0.732,144.0,0.272,0.26,4.78,144.0,64.0,75.0,25.0,80.0,0.46,1272+1/3,1330.0,151.0,542.0,67.0,931.0,745.0,676.0,1.47,3,11,53,19,5634,22269.0,0.27,222,16,50,47,16,55,5.0,144,102,9,3817,1310,126.0,0.98,6,57,38.0,40.0,144,181,132,49.0,72.9,42,14.0
2020,SK,0.25,144,5502,4839,634,1212,177,17,143,1852,595,49,34.0,511,18,69,981,112.0,0.383,0.329,0.712,144.0,0.254,0.203,5.57,144.0,51.0,92.0,20.0,53.0,0.357,1259+1/3,1343.0,162.0,670.0,84.0,953.0,846.0,780.0,1.6,1,3,47,19,5727,22729.0,0.275,225,17,41,46,12,85,5.0,144,99,6,3778,1326,139.0,0.981,6,129,57.0,30.6,144,126,81,45.0,64.3,44,16.0
2020,ÇÑÈ­,0.245,144,5483,4862,551,1189,195,12,79,1645,523,45,25.0,462,9,89,1163,119.0,0.338,0.32,0.658,144.0,0.245,0.22,5.28,144.0,46.0,95.0,21.0,54.0,0.326,1265,1400.0,158.0,609.0,79.0,1019.0,820.0,742.0,1.59,1,6,40,15,5756,22882.0,0.282,240,18,51,57,22,76,5.0,144,100,7,3795,1279,133.0,0.981,10,120,45.0,27.3,144,87,51,36.0,58.6,43,4.0
